iata_code,airport_name,latitude_deg,longitude_deg,elevation_ft,municipality
GBG,Galesburg Municipal Airport,40.9379997253,-90.43109893799999,764.0,Galesburg
GBR,Walter J. Koladza Airport,42.18420029,-73.40319824,739.0,Great Barrington
GCC,Gillette Campbell County Airport,44.3488998413,-105.539001465,4365.0,Gillette
JDA,Grant Co Regional/Ogilvie Field,44.40420151,-118.96299740000002,3703.0,John Day
GCK,Garden City Regional Airport,37.9275016785,-100.72399902299999,2891.0,Garden City
GCN,Grand Canyon National Park Airport,35.95240020751953,-112.14700317382812,6609.0,Grand Canyon
GCY,Greeneville-Greene County Municipal Airport,36.19300079,-82.81510162,1608.0,Greeneville
GDM,Gardner Municipal Airport,42.5499992371,-72.0160980225,955.0,Gardner
GDV,Dawson Community Airport,47.13869858,-104.8069992,2458.0,Glendive
GDW,Gladwin Zettel Memorial Airport,43.9706001282,-84.47499847410002,776.0,Gladwin
GED,Sussex County Airport,38.68920135,-75.35890198,53.0,Georgetown
GEG,Spokane International Airport,47.61989974975586,-117.53399658203124,2376.0,Spokane
GEY,South Big Horn County Airport,44.51679993,-108.08300020000001,3939.0,Greybull
GFK,Grand Forks International Airport,47.949298999999996,-97.176102,845.0,Grand Forks
GFL,Floyd Bennett Memorial Airport,43.3412017822,-73.6102981567,328.0,Glens Falls
GGE,Georgetown County Airport,33.311698913600004,-79.3196029663,39.0,Georgetown
GGG,East Texas Regional Airport,32.38399887084961,-94.71150207519531,365.0,Longview
GGW,Wokal Field/Glasgow-Valley County Airport,48.212502,-106.614998,2296.0,Glasgow
GHM,Centerville Municipal Airport,35.8373985291,-87.44539642330002,768.0,Centerville
GIF,Winter Haven Regional Airport - Gilbert Field,28.062901,-81.753304,145.0,Winter Haven
GJT,Grand Junction Regional Airport,39.1223983765,-108.527000427,4858.0,Grand Junction
MEJ,Port Meadville Airport,41.62649918,-80.21469879,1399.0,Meadville
GKT,Gatlinburg-Pigeon Forge Airport,35.85779953,-83.52870178219999,1014.0,Sevierville
GLD,Renner Field-Goodland Municipal Airport,39.37060165,-101.6989975,3656.0,Goodland
GLE,Gainesville Municipal Airport,33.651401519800004,-97.1969985962,845.0,Gainesville
GLH,Mid Delta Regional Airport,33.482898712158196,-90.98560333251952,131.0,Greenville
GLR,Gaylord Regional Airport,45.0135002136,-84.7035980225,1328.0,Gaylord
GLS,Scholes International At Galveston Airport,29.265300750732425,-94.8603973388672,6.0,Galveston
GLW,Glasgow Municipal Airport,37.03179932,-85.95369720000001,716.0,Glasgow
GMU,Greenville Downtown Airport,34.847900390599996,-82.34999847410002,1048.0,Greenville
GNG,Gooding Municipal Airport,42.91719818,-114.7649994,3732.0,Gooding
GNT,Grants-Milan Municipal Airport,35.167301178,-107.902000427,6537.0,Grants
GNV,Gainesville Regional Airport,29.6900997162,-82.27179718020001,152.0,Gainesville
GOK,Guthrie-Edmond Regional Airport,35.84980011,-97.41560364,1069.0,Guthrie
GON,Groton New London Airport,41.3301010131836,-72.04509735107422,9.0,Groton (New London)
FCA,Glacier Park International Airport,48.31050109863281,-114.25599670410156,2977.0,Kalispell
GPT,Gulfport Biloxi International Airport,30.40730094909668,-89.07009887695312,28.0,Gulfport
GPZ,Grand Rapids Itasca Co-Gordon Newstrom field,47.21110153,-93.50980377,1355.0,Grand Rapids
GQQ,Galion Municipal Airport,40.7533988953,-82.7238006592,1224.0,Galion
GRB,Austin Straubel International Airport,44.48509979248047,-88.12960052490234,695.0,Green Bay
GRD,Greenwood County Airport,34.2486991882,-82.15910339359999,631.0,Greenwood
GRE,Greenville Airport,38.836200714099995,-89.37840271,541.0,Greenville
GRF,Gray Army Air Field,47.07920074,-122.5810013,300.0,Fort Lewis/Tacoma
GRI,Central Nebraska Regional Airport,40.96749877929688,-98.30960083007812,1847.0,Grand Island
GRK,Robert Gray  Army Air Field Airport,31.067199706999997,-97.8289031982,1015.0,Fort Hood/Killeen
GRN,Gordon Municipal Airport,42.805999755900004,-102.17500305200001,3562.0,Gordon
GRR,Gerald R. Ford International Airport,42.88079834,-85.52279663,794.0,Grand Rapids
GSB,Seymour Johnson Air Force Base,35.33940125,-77.96060181,109.0,Goldsboro
GSH,Goshen Municipal Airport,41.5264015198,-85.79290008539998,827.0,Goshen
GSO,Piedmont Triad International Airport,36.097801208496094,-79.93730163574219,925.0,Greensboro
GSP,Greenville Spartanburg International Airport,34.895698547399995,-82.2189025879,964.0,Greenville
GTF,Great Falls International Airport,47.48199844,-111.3710022,3680.0,Great Falls
GTG,Grantsburg Municipal Airport,45.7980995178,-92.6643981934,927.0,Grantsburg
GTR,Golden Triangle Regional Airport,33.450298309299995,-88.59140014649999,264.0,Columbus/W Point/Starkville
GUC,Gunnison Crested Butte Regional Airport,38.53390121,-106.9329987,7680.0,Gunnison
GUP,Gallup Municipal Airport,35.511100769,-108.789001465,6472.0,Gallup
GUS,Grissom Air Reserve Base,40.648101806599996,-86.15209960940001,812.0,Peru
GUY,Guymon Municipal Airport,36.6851005554,-101.508003235,3123.0,Guymon
GVL,Lee Gilmer Memorial Airport,34.27259827,-83.8302002,1276.0,Gainesville
GVT,Majors Airport,33.0677986145,-96.0652999878,535.0,Greenville
GWO,Greenwood–Leflore Airport,33.4943008423,-90.08470153809999,162.0,Greenwood
GWS,Glenwood Springs Municipal Airport,39.5083007812,-107.31099700899999,5916.0,Glenwood Springs
KGX,Grayling Airport,62.895187,-160.06628899999998,99.0,Grayling
GXY,Greeley–Weld County Airport,40.4374008179,-104.633003235,4697.0,Greeley
GDC,Donaldson Field Airport,34.758301,-82.37640400000001,955.0,Greenville
PNX,North Texas Regional Airport/Perrin Field,33.714099884,-96.6736984253,749.0,Sherman/Denison
GYR,Phoenix Goodyear Airport,33.4225006104,-112.375999451,968.0,Goodyear
GYY,Gary Chicago International Airport,41.61629867553711,-87.41280364990234,591.0,Gary
KGZ,Glacier Creek Airport,61.4551010132,-142.38099670399998,2380.0,Glacier Creek
HAB,Marion County Rankin Fite Airport,34.11759949,-87.99819946,436.0,Hamilton
HAF,Half Moon Bay Airport,37.5134010315,-122.500999451,66.0,Half Moon Bay
HAI,Three Rivers Municipal Dr Haines Airport,41.9598007202,-85.59339904790002,824.0,Three Rivers
HAO,Butler Co Regional Airport - Hogan Field,39.3638000488,-84.5220031738,633.0,Hamilton
HBG,Hattiesburg Bobby L Chain Municipal Airport,31.26479912,-89.25279999,151.0,Hattiesburg
HBR,Hobart Regional Airport,34.991316999999995,-99.05131300000001,1563.0,Hobart
HDE,Brewster Field,40.452099,-99.336502,2313.0,Holdrege
HDN,Yampa Valley Airport,40.48120117,-107.21800230000001,6606.0,Hayden
HEE,Thompson-Robbins Airport,34.576571,-90.67616,242.0,Helena/West Helena
MNZ,Manassas Regional Airport/Harry P. Davis Field,38.72140121,-77.51540375,192.0,Manassas
HEZ,Hardy-Anders Field / Natchez-Adams County Airport,31.613738,-91.297313,272.0,Natchez
HFD,Hartford Brainard Airport,41.736698150635,-72.64939880371101,18.0,Hartford
HFF,Mackall Army Air Field,35.036288,-79.497755,376.0,Camp Mackall
HGR,Hagerstown Regional Richard A Henson Field,39.707901,-77.72949982,703.0,Hagerstown
HHR,Jack Northrop Field Hawthorne Municipal Airport,33.922798,-118.334999,66.0,Hawthorne
HUJ,Stan Stamper Municipal Airport,34.03480148,-95.54190063,572.0,Hugo
HIB,Range Regional Airport,47.38660049,-92.83899689,1354.0,Hibbing
HIE,Mount Washington Regional Airport,44.367637,-71.54450200000001,1074.0,Whitefield
HIF,Hill Air Force Base,41.12403,-111.97308600000001,4789.0,Ogden
HII,Lake Havasu City Airport,34.571098,-114.358002,783.0,Lake Havasu City
HIO,Portland Hillsboro Airport,45.540401,-122.949997,208.0,Portland
HKA,Blytheville Municipal Airport,35.940399169900004,-89.83080291750002,255.0,Blytheville
HKS,Hawkins Field,32.33449936,-90.22219849,341.0,Jackson
HKY,Hickory Regional Airport,35.74110031,-81.38950348,1190.0,Hickory
HLB,Hillenbrand Industries Airport,39.3445014954,-85.25830078119998,973.0,Batesville
HLC,Hill City Municipal Airport,39.37879944,-99.83149719,2238.0,Hill City
HLG,Wheeling Ohio County Airport,40.1749992371,-80.6463012695,1195.0,Wheeling
HLM,Park Township Airport,42.7958984375,-86.16200256350001,603.0,Holland
HLN,Helena Regional Airport,46.6068000793457,-111.98300170898438,3877.0,Helena
HLR,Hood Army Air Field,31.1387004852,-97.7145004272,924.0,Fort Hood(Killeen)
HMN,Holloman Air Force Base,32.8525009155,-106.107002258,4093.0,Alamogordo
HMT,Hemet Ryan Airport,33.7340011597,-117.023002625,1512.0,Hemet
HNB,Huntingburg Airport,38.2490005493,-86.95369720459999,529.0,Huntingburg
HSH,Henderson Executive Airport,35.9728012085,-115.134002686,2492.0,Las Vegas
HOB,Lea County Regional Airport,32.6875,-103.21700290000001,3661.0,Hobbs
HON,Huron Regional Airport,44.38520050048828,-98.22850036621094,1289.0,Huron
HOP,Campbell AAF (Fort Campbell) Air Field,36.668598175,-87.49620056150002,573.0,Fort Campbell/Hopkinsville
HOT,Memorial Field,34.47800064086914,-93.09619903564452,540.0,Hot Springs
HOU,William P Hobby Airport,29.64539909,-95.27890015,46.0,Houston
HPN,Westchester County Airport,41.06700134277344,-73.70760345458984,439.0,White Plains
HPT,Hampton Municipal Airport,42.7237014771,-93.22630310059999,1176.0,Hampton
HPY,Baytown Airport,29.7861003876,-94.9526977539,34.0,Baytown
HQM,Bowerman Airport,46.9711990356,-123.93699646,18.0,Hoquiam
HES,Hermiston Municipal Airport,45.828223,-119.259024,644.0,Hermiston
HRL,Valley International Airport,26.228500366210934,-97.65440368652344,36.0,Harlingen
HRO,Boone County Airport,36.26150131225586,-93.15470123291016,1365.0,Harrison
HSB,Harrisburg-Raleigh Airport,37.81129837,-88.5503006,398.0,Harrisburg
HNC,Billy Mitchell Airport,35.232799530029,-75.617797851562,17.0,Hatteras
THP,Hot Springs County Airport,43.713602,-108.38968700000001,4895.0,Thermopolis
HSI,Hastings Municipal Airport,40.6053009033,-98.4279022217,1961.0,Hastings
HSP,Ingalls Field,37.95140076,-79.83390045,3793.0,Hot Springs
HST,Homestead ARB Airport,25.48859978,-80.38359833,5.0,Homestead
HSV,Huntsville International Carl T Jones Field,34.637199401855,-86.775100708008,629.0,Huntsville
HTH,Hawthorne Industrial Airport,38.544399,-118.634002,4215.0,Hawthorne
HTL,Roscommon County - Blodgett Memorial Airport,44.359798,-84.671095,1150.0,Houghton Lake
HTO,East Hampton Airport,40.95959854,-72.25180054,55.0,East Hampton
HTS,Tri-State/Milton J. Ferguson Field,38.36669922,-82.55799866,828.0,Huntington
HTW,Lawrence County Airpark,38.4193,-82.49430100000001,568.0,Chesapeake/Huntington Wva
HUA,Redstone Army Air Field,34.67869949,-86.68479919,684.0,Redstone Arsnl Huntsville
HUF,"Terre Haute Regional Airport, Hulman Field",39.4515,-87.307602,589.0,Terre Haute
HUL,Houlton International Airport,46.123100280799996,-67.79209899899999,489.0,Houlton
HUM,Houma Terrebonne Airport,29.566499710100004,-90.66040039059999,10.0,Houma
HUT,Hutchinson Municipal Airport,38.0654983521,-97.86060333250002,1543.0,Hutchinson
HVE,Hanksville Airport,38.4179992676,-110.70400238,4444.0,Hanksville
HVN,Tweed New Haven Airport,41.26369858,-72.88680267,12.0,New Haven
HVR,Havre City County Airport,48.54299927,-109.762001,2591.0,Havre
HVS,Hartsville Regional Airport,34.403099060100004,-80.11920166019999,364.0,Hartsville
HWD,Hayward Executive Airport,37.659198761,-122.122001648,52.0,Hayward
HWO,North Perry Airport,26.0012,-80.2407,8.0,Hollywood
WSH,Brookhaven Airport,40.821899414099995,-72.86940002440001,81.0,Shirley
HHH,Hilton Head Airport,32.2243995667,-80.6975021362,19.0,Hilton Head Island
HYA,Barnstable Municipal Boardman Polando Field,41.66930008,-70.28040314,54.0,Hyannis
HYR,Sawyer County Airport,46.02519989010001,-91.44429779050002,1216.0,Hayward
HYS,Hays Regional Airport,38.84220123,-99.27320099,1999.0,Hays
HZL,Hazleton Municipal Airport,40.9868011475,-75.99490356449999,1603.0,Hazleton
JFN,Northeast Ohio Regional Airport,41.7779998779,-80.6955032349,924.0,Ashtabula
IAB,Mc Connell Air Force Base,37.62189865,-97.26820374,1371.0,Wichita
IAD,Washington Dulles International Airport,38.94449997,-77.45580292,312.0,Washington
IAG,Niagara Falls International Airport,43.1072998046875,-78.94619750976562,589.0,Niagara Falls
IAH,George Bush Intercontinental Houston Airport,29.98439979553223,-95.34140014648438,97.0,Houston
ICL,Schenck Field,40.72180176,-95.02639771,996.0,Clarinda
ICT,Wichita Eisenhower National Airport,37.649899,-97.433098,1333.0,Wichita
IDA,Idaho Falls Regional Airport,43.514599,-112.070999,4744.0,Idaho Falls
IDI,Indiana County/Jimmy Stewart Fld/ Airport,40.63219833,-79.10549927,1405.0,Indiana
IDP,Independence Municipal Airport,37.1584014893,-95.7783966064,825.0,Independence
XPR,Pine Ridge Airport,43.0224990845,-102.51100158700001,3333.0,Pine Ridge
IFA,Iowa Falls Municipal Airport,42.4707984924,-93.2699966431,1137.0,Iowa Falls
IFP,Laughlin Bullhead International Airport,35.15739822,-114.5599976,701.0,Bullhead City
IGM,Kingman Airport,35.259498596191406,-113.93800354003906,3449.0,Kingman
IKK,Greater Kankakee Airport,41.07139968869999,-87.84629821780001,630.0,Kankakee
ILE,Skylark Field,31.0858001709,-97.6865005493,848.0,Killeen
ILG,New Castle Airport,39.67869949,-75.60649872,80.0,Wilmington
ILM,Wilmington International Airport,34.27059936523437,-77.90260314941406,32.0,Wilmington
ILN,Wilmington Airpark,39.427898407,-83.79209899899999,1077.0,Wilmington
IML,Imperial Municipal Airport,40.50930023,-101.6210022,3275.0,Imperial
IMM,Immokalee Regional Airport,26.43320084,-81.40100098,37.0,Immokalee
MDN,Madison Municipal Airport,38.75889969,-85.46549988,819.0,Madison
IMT,Ford Airport,45.8184013367,-88.11450195309999,1182.0,Iron Mountain / Kingsford
IND,Indianapolis International Airport,39.7173,-86.294403,797.0,Indianapolis
INK,Winkler County Airport,31.779600143400003,-103.20099639899999,2822.0,Wink
INL,Falls International Airport,48.566200256347656,-93.4030990600586,1185.0,International Falls
INS,Creech Air Force Base,36.5872001648,-115.672996521,3133.0,Indian Springs
INT,Smith Reynolds Airport,36.13370132446289,-80.22200012207031,969.0,Winston Salem
INW,Winslow Lindbergh Regional Airport,35.021900177,-110.722999573,4941.0,Winslow
IOW,Iowa City Municipal Airport,41.639198303200004,-91.5465011597,668.0,Iowa City
IPL,Imperial County Airport,32.834201812699995,-115.57900238,-54.0,Imperial
IPT,Williamsport Regional Airport,41.241798400878906,-76.92109680175781,529.0,Williamsport
IRK,Kirksville Regional Airport,40.09349822998047,-92.5448989868164,966.0,Kirksville
IRS,Kirsch Municipal Airport,41.81330109,-85.43900299,924.0,Sturgis
ISM,Kissimmee Gateway Airport,28.289800643899998,-81.43710327149999,82.0,Orlando
ISN,Sloulin Field International Airport,48.177898407,-103.64199829100001,1982.0,Williston
ISO,Kinston Regional Jetport At Stallings Field,35.331401825,-77.60880279540002,93.0,Kinston
ISP,Long Island Mac Arthur Airport,40.79520035,-73.10019684,99.0,Islip
ISQ,Schoolcraft County Airport,45.97460175,-86.17179871,684.0,Manistique
ISW,Alexander Field South Wood County Airport,44.360298156700004,-89.83899688720001,1021.0,Wisconsin Rapids
ITH,Ithaca Tompkins Regional Airport,42.49100112915039,-76.4583969116211,1099.0,Ithaca
AZA,Phoenix-Mesa-Gateway Airport,33.30780029,-111.65499879999999,1382.0,Phoenix
IWD,Gogebic Iron County Airport,46.52750015260001,-90.13140106200001,1230.0,Ironwood
ISS,Wiscasset Airport,43.9613990784,-69.712600708,70.0,Wiscasset
IWS,West Houston Airport,29.8181991577,-95.6725997925,111.0,Houston
JCI,New Century Aircenter Airport,38.830898284899995,-94.890296936,1087.0,Olathe
IYK,Inyokern Airport,35.65879822,-117.83000179999999,2457.0,Inyokern
SQA,Santa Ynez Airport,34.60680008,-120.07599640000001,674.0,Santa Ynez
FRY,Eastern Slopes Regional Airport,43.9911003113,-70.94789886470001,454.0,Fryeburg
JAC,Jackson Hole Airport,43.6072998046875,-110.73799896240234,6451.0,Jackson
JAN,Jackson-Medgar Wiley Evers International Airport,32.3111991882,-90.0758972168,346.0,Jackson
JAS,Jasper County Airport-Bell Field,30.88570023,-94.03489685,213.0,Jasper
JAX,Jacksonville International Airport,30.49410057067871,-81.68789672851562,30.0,Jacksonville
JBR,Jonesboro Municipal Airport,35.83169937133789,-90.64640045166016,262.0,Jonesboro
JCT,Kimble County Airport,30.5112991333,-99.76349639889999,1749.0,Junction
JDN,Jordan Airport,47.3288002014,-106.95300293,2662.0,Jordan
JEF,Jefferson City Memorial Airport,38.591201782199995,-92.1560974121,549.0,Jefferson City
JFK,John F Kennedy International Airport,40.63980103,-73.77890015,13.0,New York
JHW,Chautauqua County-Jamestown Airport,42.15340042,-79.25800323,1723.0,Jamestown
GUF,Jack Edwards Airport,30.29050064,-87.67179871,17.0,Gulf Shores
JLN,Joplin Regional Airport,37.151798248291016,-94.49829864501952,981.0,Joplin
JMS,Jamestown Regional Airport,46.92969894,-98.67819977,1500.0,Jamestown
JOT,Joliet Regional Airport,41.51779938,-88.17549896,582.0,Joliet
USA,Concord-Padgett Regional Airport,35.387798,-80.709099,705.0,Concord
JKV,Cherokee County Airport,31.8693008423,-95.2173995972,677.0,Jacksonville
JST,John Murtha Johnstown Cambria County Airport,40.31610107421875,-78.83390045166016,2284.0,Johnstown
JVL,Southern Wisconsin Regional Airport,42.620300293,-89.0416030884,808.0,Janesville
JXN,Jackson County Reynolds Field,42.2597999573,-84.45939636230001,1001.0,Jackson
KIC,Mesa Del Rey Airport,36.2280006409,-121.122001648,370.0,King City
KLS,Southwest Washington Regional Airport,46.11800003049999,-122.898002625,20.0,Kelso
KKU,Ekuk Airport,58.8111991882,-158.559005737,30.0,Ekuk
DTH,Furnace Creek Airport,36.463799,-116.880997,-210.0,Death Valley National Park
BXS,Borrego Valley Airport,33.2589988708,-116.320999146,520.0,Borrego Springs
RBF,Big Bear City Airport,34.2638015747,-116.85600280799999,6752.0,Big Bear
TRH,Trona Airport,35.8125,-117.327003479,1716.0,Trona
LAA,Lamar Municipal Airport,38.069698333699996,-102.68800354,3706.0,Lamar
LAF,Purdue University Airport,40.41230010986328,-86.93689727783203,606.0,Lafayette
LAL,Lakeland Linder International Airport,27.988899,-82.018602,142.0,Lakeland
LAM,Los Alamos Airport,35.8797988892,-106.26899719200001,7171.0,Los Alamos
LAN,Capital City Airport,42.77870178222656,-84.58740234375,861.0,Lansing
LAR,Laramie Regional Airport,41.31209945678711,-105.6750030517578,7284.0,Laramie
LAS,McCarran International Airport,36.08010101,-115.15200039999999,2181.0,Las Vegas
LAW,Lawton Fort Sill Regional Airport,34.5676994324,-98.4166030884,1110.0,Lawton
LAX,Los Angeles International Airport,33.94250107,-118.40799709999999,125.0,Los Angeles
LBB,Lubbock Preston Smith International Airport,33.663601,-101.822998,3282.0,Lubbock
LBE,Arnold Palmer Regional Airport,40.27590179,-79.40480042,1199.0,Latrobe
LBF,North Platte Regional Airport Lee Bird Field,41.12620163,-100.6839981,2777.0,North Platte
LBL,Liberal Mid-America Regional Airport,37.04420089999999,-100.95999909999999,2885.0,Liberal
LBT,Lumberton Regional Airport,34.609901428200004,-79.05940246579998,126.0,Lumberton
LJN,Texas Gulf Coast Regional Airport,29.108600616500002,-95.46209716799999,25.0,Angleton/Lake Jackson
LCH,Lake Charles Regional Airport,30.12610054016113,-93.22329711914062,15.0,Lake Charles
LCI,Laconia Municipal Airport,43.572700500500005,-71.4188995361,545.0,Laconia
LCK,Rickenbacker International Airport,39.813801,-82.927803,744.0,Columbus
LCQ,Lake City Gateway Airport,30.181999206500002,-82.57689666750002,201.0,Lake City
LDJ,Linden Airport,40.617401123,-74.2445983887,23.0,Linden
LDM,Mason County Airport,43.96250153,-86.40789795,646.0,Ludington
LEB,Lebanon Municipal Airport,43.626098632799994,-72.30419921880002,603.0,Lebanon
LEE,Leesburg International Airport,28.82309914,-81.80870056,76.0,Leesburg
LEM,Lemmon Municipal Airport,45.9187011719,-102.10600280799999,2571.0,Lemmon
LEW,Auburn Lewiston Municipal Airport,44.048500061000006,-70.2835006714,288.0,Auburn/Lewiston
LEX,Blue Grass Airport,38.0364990234375,-84.60590362548828,979.0,Lexington
LFI,Langley Air Force Base,37.082901000999996,-76.360496521,11.0,Hampton
LFK,Angelina County Airport,31.2339992523,-94.75,296.0,Lufkin
LFT,Lafayette Regional Airport,30.20529938,-91.98760223,42.0,Lafayette
LGA,La Guardia Airport,40.77719879,-73.87259674,21.0,New York
LGB,Long Beach /Daugherty Field/ Airport,33.81769943,-118.15200039999999,60.0,Long Beach
LGC,LaGrange Callaway Airport,33.0089,-85.072601,693.0,Lagrange
LGD,La Grande/Union County Airport,45.29019927979999,-118.00700378399999,2717.0,La Grande
LGF,Laguna Army Airfield,32.86000061,-114.39700320000001,433.0,Yuma Proving Ground(Yuma)
LGU,Logan-Cache Airport,41.7911987305,-111.851997375,4457.0,Logan
LHV,William T. Piper Memorial Airport,41.13560104,-77.42230225,556.0,Lock Haven
LIY,Wright AAF (Fort Stewart)/Midcoast Regional Airport,31.889098999999998,-81.562303,45.0,Fort Stewart(Hinesville)
LFN,Triangle North Executive Airport,36.0233,-78.330299,369.0,Louisburg
LIC,Limon Municipal Airport,39.274799346900004,-103.666000366,5374.0,Limon
LIT,Bill & Hillary Clinton National Airport/Adams Field,34.729400634799994,-92.22429656979999,262.0,Little Rock
LKP,Lake Placid Airport,44.264499664300004,-73.96189880370002,1747.0,Lake Placid
LOW,Louisa County Airport/Freeman Field,38.00979996,-77.9701004,493.0,Louisa
LKV,Lake County Airport,42.1610984802,-120.399002075,4733.0,Lakeview
CHL,Challis Airport,44.522999,-114.218002,5072.0,Challis
LMS,Louisville Winston County Airport,33.1461982727,-89.0625,575.0,Louisville
LMT,Crater Lake-Klamath Regional Airport,42.156101,-121.733002,4095.0,Klamath Falls
LNA,Palm Beach County Park Airport,26.59300041,-80.08509827,14.0,West Palm Beach
LND,Hunt Field,42.8152008057,-108.730003357,5586.0,Lander
LNK,Lincoln Airport,40.85100173950195,-96.75920104980469,1219.0,Lincoln
LNN,Willoughby Lost Nation Municipal Airport,41.6839981079,-81.3897018433,626.0,Willoughby
LNP,Lonesome Pine Airport,36.9874992371,-82.5299987793,2684.0,Wise
LNR,Tri-County Regional Airport,43.2117004395,-90.18160247799999,717.0,Lone Rock
LNS,Lancaster Airport,40.12170028686523,-76.29609680175781,403.0,Lancaster
LOL,Derby Field,40.0663986206,-118.565002441,3904.0,Lovelock
BBX,Wings Field,40.1375007629,-75.26509857180001,302.0,Philadelphia
LOT,Lewis University Airport,41.6072998,-88.09619904,679.0,Chicago/Romeoville
LOU,Bowman Field,38.2280006409,-85.6636962891,546.0,Louisville
LOZ,London-Corbin Airport/Magee Field,37.0821990967,-84.08489990230001,1212.0,London
LPC,Lompoc Airport,34.665599823,-120.46800231899999,88.0,Lompoc
LQK,Pickens County Airport,34.8100013733,-82.70290374759999,1013.0,Pickens
LRD,Laredo International Airport,27.543800354003906,-99.46160125732422,508.0,Laredo
LRF,Little Rock Air Force Base,34.916900634799994,-92.14969635010002,311.0,Jacksonville
LRJ,Le Mars Municipal Airport,42.77799988,-96.1937027,1197.0,Le Mars
LRU,Las Cruces International Airport,32.28939819335937,-106.9219970703125,4456.0,Las Cruces
LSB,Lordsburg Municipal Airport,32.3334999084,-108.69200134299999,4289.0,Lordsburg
LSE,La Crosse Municipal Airport,43.879002,-91.256699,655.0,La Crosse
LSF,Lawson Army Air Field (Fort Benning),32.337299346900004,-84.9913024902,232.0,Fort Benning(Columbus)
LSK,Lusk Municipal Airport,42.753799438499996,-104.404998779,4964.0,Lusk
LSN,Los Banos Municipal Airport,37.06290054,-120.8690033,121.0,Los Banos
LSV,Nellis Air Force Base,36.2361984253,-115.03399658200001,1870.0,Las Vegas
LTS,Altus Air Force Base,34.667098999000004,-99.26670074459999,1382.0,Altus
LUF,Luke Air Force Base,33.534999847399995,-112.383003235,1085.0,Glendale
LUK,Cincinnati Municipal Airport Lunken Field,39.10329819,-84.41860199,483.0,Cincinnati
LUL,Hesler Noble Field,31.6725997925,-89.172203064,238.0,Laurel
LVK,Livermore Municipal Airport,37.6934013367,-121.819999695,400.0,Livermore
LVL,Brunswick Municipal Airport,36.7728,-77.794296,329.0,Lawrenceville
LVM,Mission Field,45.6994018555,-110.44799804700001,4660.0,Livingston
LVS,Las Vegas Municipal Airport,35.6542015076,-105.14199829100001,6877.0,Las Vegas
LWB,Greenbrier Valley Airport,37.8582992554,-80.3994979858,2302.0,Lewisburg
LWC,Lawrence Municipal Airport,39.01119995,-95.21659851,833.0,Lawrence
LWL,Wells Municipal Airport/Harriet Field,41.117099761999995,-114.92199707,5772.0,Wells
LWM,Lawrence Municipal Airport,42.7172012329,-71.1233978271,148.0,Lawrence
LWS,Lewiston Nez Perce County Airport,46.3745002746582,-117.01499938964844,1442.0,Lewiston
LWT,Lewistown Municipal Airport,47.04930114746094,-109.46700286865234,4170.0,Lewistown
LWV,Lawrenceville Vincennes International Airport,38.7643013,-87.6054992676,430.0,Lawrenceville
LXN,Jim Kelly Field,40.7910003662,-99.7772979736,2413.0,Lexington
LXV,Lake County Airport,39.22029876710001,-106.31700134299999,9927.0,Leadville
LYH,Lynchburg Regional Preston Glenn Field,37.326698303222656,-79.20040130615234,938.0,Lynchburg
LYO,Lyons-Rice County Municipal Airport,38.34280014,-98.22689819,1691.0,Lyons
LZU,Gwinnett County Briscoe Field,33.97809982,-83.96240234,1061.0,Lawrenceville
PCU,Poplarville Pearl River County Airport,30.785999298095998,-89.504501342773,320.0,Poplarville
MLK,Malta Airport,48.366901397700005,-107.918998718,2254.0,Malta
MAC,Macon Downtown Airport,32.82210159,-83.56199646,437.0,Macon
MAE,Madera Municipal Airport,36.9886016846,-120.11199951200001,255.0,Madera
MAF,Midland International Airport,31.9424991607666,-102.2020034790039,2871.0,Midland
MAW,Malden Regional Airport,36.60060120000001,-89.99220276,294.0,Malden
MBG,Mobridge Municipal Airport,45.54650116,-100.40799709999999,1716.0,Mobridge
MBL,Manistee Co Blacker Airport,44.2723999,-86.24690247,621.0,Manistee
DXE,Bruce Campbell Field,32.438702,-90.103104,326.0,Madison
MBS,MBS International Airport,43.532901763916016,-84.07959747314453,668.0,Saginaw
MBY,Omar N Bradley Airport,39.4639015198,-92.42700195309999,867.0,Moberly
MCB,Mc Comb/Pike County Airport/John E Lewis Field,31.17849922,-90.47190094,413.0,Mc Comb
MCC,Mc Clellan Airfield,38.66759872,-121.40100100000001,77.0,Sacramento
MCD,Mackinac Island Airport,45.86489868,-84.63729858,739.0,Mackinac Island
MCE,Merced Regional Macready Field,37.28469849,-120.5139999,155.0,Merced
MCF,Mac Dill Air Force Base,27.84930038,-82.52120209,14.0,Tampa
MCI,Kansas City International Airport,39.2976,-94.713898,1026.0,Kansas City
MCK,Mc Cook Ben Nelson Regional Airport,40.20629883,-100.59200290000001,2583.0,Mc Cook
MCN,Middle Georgia Regional Airport,32.692798614501946,-83.64920043945312,354.0,Macon
MCO,Orlando International Airport,28.429399490356445,-81.30899810791016,96.0,Orlando
MCW,Mason City Municipal Airport,43.15779876710001,-93.33129882809999,1213.0,Mason City
MDD,Midland Airpark,32.036499023400005,-102.100997925,2803.0,Midland
MDH,Southern Illinois Airport,37.778099060058594,-89.25199890136719,411.0,Carbondale/Murphysboro
XMD,Madison Municipal Airport,44.01599884,-97.08589935,1718.0,Madison
MDT,Harrisburg International Airport,40.1935005188,-76.7633972168,310.0,Harrisburg
